Index,Software Name,Software Version,Software Category
blat,blat,3.5,Mathematical/Statistics
bolt-lmm,BOLT-LMM,2.4.1,Mathematical/Statistics
bracken,bracken,2.8,Mathematical/Statistics
bwa-mem2,bwa-mem2,2.2.1,Mathematical/Statistics
cactus,cactus,2.6.4,Mathematical/Statistics
cadd,CADD,1.6.post1,Mathematical/Statistics
caviar,CAVIAR,2.2,Mathematical/Statistics
cell2location,cell2location,0.1.3,Mathematical/Statistics
cellsnp-lite,cellsnp-lite,1.2.2,Mathematical/Statistics
cgpbigwig,cgpbigwig,1.6.0,Mathematical/Statistics
checkm2,checkm2,1.0.2,Mathematical/Statistics
chess,CHESS,0.3.7,Mathematical/Statistics
chipseq_pipeline,chipseq_pipeline,2.1.6,Mathematical/Statistics
circle-seq,CIRCLE-seq,1.1,Mathematical/Statistics
circos,circos,0.69-9,Mathematical/Statistics
clair3,Clair3,0.1-r6,Mathematical/Statistics
cloops2,cloops2,0.0.4,Mathematical/Statistics
clustalo,clustalo,1.2.4,Mathematical/Statistics
clustalw,ClustalW,2.1,Mathematical/Statistics
conifer,conifer,0.2.2,Mathematical/Statistics
cooltools,cooltools,0.5.4,Mathematical/Statistics
coveragemaster,coverageMaster,20220706,Mathematical/Statistics
cutruntools,CutRunTools,20200629,Mathematical/Statistics
cytosig,CytoSig,0.1,Mathematical/Statistics
cytotrace,cytotrace,0.3.3,Mathematical/Statistics
decifer,decifer,2.1.3,Mathematical/Statistics
deeploc,deeploc,2.0,Mathematical/Statistics
deepsea,deepsea,0.94c,Mathematical/Statistics
denovogear,denovogear,1.1.1,Mathematical/Statistics
diamond,diamond,2.0.15,Mathematical/Statistics
dnaworks,DNAWorks,3.2.4,Mathematical/Statistics
drep,drep,3.2.2,Mathematical/Statistics
duphold,duphold,0.2.3,Mathematical/Statistics
dyno,dyno,20220906,Mathematical/Statistics
eagle,Eagle,2.4,Mathematical/Statistics
epic2,epic2,0.0.52,Mathematical/Statistics
exonerate,exonerate,2.4.0,Mathematical/Statistics
expansionhunter,ExpansionHunter,5.0.0,Mathematical/Statistics
expansionhunterdenovo,ExpansionHunterDenovo,0.9.0,Mathematical/Statistics
fastp,fastp,0.23.2,Mathematical/Statistics
fastq_demux,fastq_demux,20230713,Mathematical/Statistics
fithichip,FitHiChIP,9.1; 10.0; 11.0,Mathematical/Statistics
flair,FLAIR,1.6.1,Mathematical/Statistics
focus,focus,0.802,Mathematical/Statistics
freepsi,freepsi,0.3,Mathematical/Statistics
funannotate,funannotate,1.8.15,Mathematical/Statistics
fuseq,FuSeq,1.1.4,Mathematical/Statistics
fusioninspector,fusioninspector,2.8.0,Mathematical/Statistics
gem1,GEM1,1.4.3,Mathematical/Statistics
genometools,genometools,1.6.2,Mathematical/Statistics
gfatools,gfatools,0.5,Mathematical/Statistics
gffcompare,gffcompare,0.12.6,Mathematical/Statistics
gimmemotifs,GimmeMotifs,0.17.2,Mathematical/Statistics
glimpse,GLIMPSE,1.1.1,Mathematical/Statistics
glnexus,glnexus,1.4.1,Mathematical/Statistics
graphmap,graphmap,0.5.2,Mathematical/Statistics
gtdb-tk,gtdb-tk,2.3.2,Mathematical/Statistics
gutsmash,gutSMASH,0-20210610,Mathematical/Statistics
hap-ibd,Hap-IBD,20221201,Mathematical/Statistics
hemtools,HemTools,20230512,Mathematical/Statistics
hhsuite,hhsuite,3.3.0,Mathematical/Statistics
hicmaptools,hicmaptools,20230303,Mathematical/Statistics
hipstr,hipstr,0.7,Mathematical/Statistics
hmmer,HMMER,3.3.2,Mathematical/Statistics
htgtsrep,HTGTSrep,9fe74ff,Mathematical/Statistics
idiffir,iDiffIR,20220121,Mathematical/Statistics
igblast,igblast,1.21.0,Mathematical/Statistics
infernal,infernal,1.1.4,Mathematical/Statistics
interproscan,interproscan,5.63-95.0,Mathematical/Statistics
intervar,InterVar,"2.1.2, 2.1.3",Mathematical/Statistics
intogen,intogen,2023.1,Mathematical/Statistics
ivar,iVar,1.3.1,Mathematical/Statistics
jellyfish,jellyfish,2.3.0,Mathematical/Statistics
kallisto,kallisto,0.48.0,Mathematical/Statistics
last,LAST,1454,Mathematical/Statistics
lastz,LASTZ,1.04.03,Mathematical/Statistics
ldsc,ldsc,1.0.1-20200724,Mathematical/Statistics
liger2liger,liger2liger,20230901,Mathematical/Statistics
lja,LJA,0.1,Mathematical/Statistics
m-tools,m-tools,20210208,Mathematical/Statistics
ma-focus,ma-focus,0.802,Mathematical/Statistics
magma,magma,1.10,Mathematical/Statistics
mantis,mantis,1.0.5,Mathematical/Statistics
maps,maps,1.1.0,Mathematical/Statistics
mashmap,MashMap,2.0,Mathematical/Statistics
melt,MELT,2.2.2,Mathematical/Statistics
meme,meme,5.4.1,Mathematical/Statistics
mintie,MINTIE,0.4.2,Mathematical/Statistics
mmseqs,mmseqs,2-13-45111-219-gaabc78c,Mathematical/Statistics
mocha,MoChA,1.10.2; 1.11; 1.16,Mathematical/Statistics
msisensor-pro,msisensor-pro,1.2.0,Mathematical/Statistics
mummer,MUMmer,4.0.0rc1,Mathematical/Statistics
muscle,MUSCLE,5.1,Mathematical/Statistics
mutsig2cv,mutsig2cv,3.11,Mathematical/Statistics
ncbi-toolkit,ncbi-toolkit,25.0.0,Mathematical/Statistics
nested,nested,2.0.0,Mathematical/Statistics
netoglyc,netOglyc,4.0,Mathematical/Statistics
nirvana,Nirvana,3.18.1,Mathematical/Statistics
octopus,Octopus,0.7.4,Mathematical/Statistics
oncodriveclustl,oncodriveCLUSTL,1.1.1,Mathematical/Statistics
oncodrivefml,oncodriveFML,2.2.0,Mathematical/Statistics
opencravat,OpenCRAVAT,1.7.0; 2.2.5,Mathematical/Statistics
optitype,OptiType,1.3.5,Mathematical/Statistics
orffinder,ORFfinder,0.4.3,Mathematical/Statistics
orthofinder,OrthoFinder,2.5.4,Mathematical/Statistics
paintor,PAINTOR,3.0,Mathematical/Statistics
pangenome,pangenome,1.0.0,Mathematical/Statistics
pangolin,pangolin,2.3.6,Mathematical/Statistics
parsnp,parsnp,1.7.4,Mathematical/Statistics
patric,patric,1.035,Mathematical/Statistics
pepper_deepvariant,PEPPER_deepvariant,0.7,Mathematical/Statistics
phasebook,phasebook,1.0.0,Mathematical/Statistics
phaser,phaser,1.1.1,Mathematical/Statistics
phylowgs,phylowgs,20181105,Mathematical/Statistics
popscle,popscle,0.1,Mathematical/Statistics
prank,PRANK,150803,Mathematical/Statistics
preseq,preseq,3.1.2,Mathematical/Statistics
primer3,primer3,2.6.1,Mathematical/Statistics
prokka,prokka,1.14.6,Mathematical/Statistics
psipred,PSIPRED,4.0,Mathematical/Statistics
pysamstats,pysamstats,1.1.2,Mathematical/Statistics
qtltools,QTLtools,1.3.1,Mathematical/Statistics
randfold,randfold,2.0.1,Mathematical/Statistics
regenie,regenie,3.0.3,Mathematical/Statistics
remora,remora,2.1.1,Mathematical/Statistics
rgi,RGI,6.0.2,Mathematical/Statistics
rmats,rMATS,4.1.2; 4.0.2,Mathematical/Statistics
rmblast,rmblast,2.14.0,Mathematical/Statistics
rnammer,RNAmmer,1.2,Mathematical/Statistics
roary,roary,3.13.0,Mathematical/Statistics
rose,ROSE,1.3.1,Mathematical/Statistics
saige,SAIGE,1.1.9,Mathematical/Statistics
scanpy,scanpy,1.8.1,Mathematical/Statistics
scchromhmm,scChromHMM,20220610,Mathematical/Statistics
scdrs,scDRS,1.02,Mathematical/Statistics
scvelo,scvelo,0.2.3,Mathematical/Statistics
seacr,SEACR,1.3,Mathematical/Statistics
selscan,selscan,1.3.0; 2.0.0,Mathematical/Statistics
seq2hla,seq2hla,2.3,Mathematical/Statistics
sequencetubemap,sequencetubemap,2023.8,Mathematical/Statistics
shimmer,shimmer,0.2,Mathematical/Statistics
signalp,signalp,6.0g,Mathematical/Statistics
slivar,slivar,0.3.0,Mathematical/Statistics
smcpp,smcpp,1.15.4,Mathematical/Statistics
smoove,smoove,0.2.7,Mathematical/Statistics
snapatac2,SnapATAC2,2.1.2,Mathematical/Statistics
splam,splam,1.0.9,Mathematical/Statistics
straw,straw,1.3.1,Mathematical/Statistics
stripenn,stripenn,1.1.50; 1.1.65.15,Mathematical/Statistics
synthdnm,SynthDNM,0.1.3,Mathematical/Statistics
tandem-genotypes,tandem-genotypes,1.9.0,Mathematical/Statistics
tantan,tantan,40,Mathematical/Statistics
telocal,TElocal,1.1.1,Mathematical/Statistics
telomerehunter,TelomereHunter,1.1.0,Mathematical/Statistics
tmhmm,TMHMM,2.0c,Mathematical/Statistics
toga,toga,1.1.2,Mathematical/Statistics
tombo,tombo,1.5.1,Mathematical/Statistics
trf,TRF,4.09,Mathematical/Statistics
trgt,trgt,0.4.0,Mathematical/Statistics
trimal,trimAl,1.2rev59,Mathematical/Statistics
triodenovo,triodenovo,0.06,Mathematical/Statistics
trust4,trust4,1.0.8,Mathematical/Statistics
ultra,ultra,0.1,Mathematical/Statistics
unicycler,unicycler,0.5.0,Mathematical/Statistics
uropa,uropa,4.0.2,Mathematical/Statistics
usearch,usearch,11.0.667,Mathematical/Statistics
vadr,VADR,1.3,Mathematical/Statistics
varscan,VarScan,2.4.6,Mathematical/Statistics
vcf-kit,VCF-kit,0.2.9,Mathematical/Statistics
vcontact2,vcontact2,0.11.3,Mathematical/Statistics
velocyto,velocyto,0.17,Mathematical/Statistics
viennarna,viennarna,2.5.1,Mathematical/Statistics
virsorter2,VirSorter2,2.2.3,Mathematical/Statistics
weblogo,weblogo,3.6,Mathematical/Statistics
xengsort,xengsort,1.1.0,Mathematical/Statistics
xenome,xenome,1.0.1,Mathematical/Statistics
xhla,xHLA,2018-04-04,Mathematical/Statistics
xtail,xtail,1.1.5,Mathematical/Statistics
xtea,xTea,0.1.9; 1.0.0,Mathematical/Statistics
alphafold2,alphafold2,2.3.2,Mathematical/Statistics
alphalink,alphalink,1.0,Mathematical/Statistics
alphapulldown,AlphaPulldown,0.30.7,Mathematical/Statistics
autodock-gpu,Autodock-GPU,1.5.3,Mathematical/Statistics
braker,braker,3,Mathematical/Statistics
ccp4,CCP4,8.0.016,Mathematical/Statistics
colabfold,colabfold,1.5.2,Mathematical/Statistics
cryodrgn,cryoDRGN,1.1.0,Mathematical/Statistics
csd,CSD,2022,Mathematical/Statistics
dali,Dali,5.1,Mathematical/Statistics
deepab,deepab,1.2,Mathematical/Statistics
deepmedic,deepmedic,0.8.4,Mathematical/Statistics
deepmm,DeepMM,20220830,Mathematical/Statistics
dssp,DSSP,2.3.0,Mathematical/Statistics
esm,esm,2.0.0-74-g2b36991,Mathematical/Statistics
foldseek,foldseek,5-53465f0,Mathematical/Statistics
gautomatch,gautomatch,0.56_cuda-9.1,Mathematical/Statistics
lammps,lammps,29Oct20,Mathematical/Statistics
mdtraj,mdtraj,1.9.7,Mathematical/Statistics
model-angelo,model-angelo,1.0.9,Mathematical/Statistics
mustache,mustache,1.0.1,Mathematical/Statistics
naccess,naccess,2.1.1,Mathematical/Statistics
novactf,novactf,1.0,Mathematical/Statistics
omegafold,OmegaFold,1.1.0,Mathematical/Statistics
pf_refinement,pf_refinement,20Nov19,Mathematical/Statistics
phenix,Phenix,1.20.1-4487,Mathematical/Statistics
pydockrmsd,pydockrmsd,1.0.0,Mathematical/Statistics
pyem,pyem,230821,Mathematical/Statistics
pymol,PyMOL,2.6.0,Mathematical/Statistics
pyrosetta,PyRosetta,360.py3.10,Mathematical/Statistics
release,ReLeaSE,20220825,Mathematical/Statistics
rfdiffusion,RFdiffusion,1.1.0,Mathematical/Statistics
rosettafold,RoseTTAFold,1.1.0,Mathematical/Statistics
rosettafoldna,rosettafoldna,0.1,Mathematical/Statistics
schrodinger,Schrodinger,2023.1,Mathematical/Statistics
scipion,Scipion,3.0.12,Mathematical/Statistics
sidesplitter,sidesplitter,1.2,Mathematical/Statistics
subtom,subtom,1.1.6-32f731b,Mathematical/Statistics
vmd,vmd,1.9.3,Mathematical/Statistics
xplor-nih,Xplor-NIH,3.5,Mathematical/Statistics
zdock,ZDOCK,3.0.2,Mathematical/Statistics
bakta,bakta,1.8.1,Mathematical/Statistics
bionetgen,bionetgen,0.7.9,Mathematical/Statistics
cellphonedb,cellphonedb,3.1.0,Mathematical/Statistics
cytosig,CytoSig,0.1,Mathematical/Statistics
dyno,dyno,20220906,Mathematical/Statistics
eggnogmapper,eggNOGmapper,2.1.6,Mathematical/Statistics
gcn_cancer,GCN_Cancer,20221105,Mathematical/Statistics
gsea,gsea,4.3.2,Mathematical/Statistics
maker,MAKER,3.01.03,Mathematical/Statistics
neuron,Neuron,7.7,Mathematical/Statistics
robot,ROBOT,1.9.4,Mathematical/Statistics
scvelo,scvelo,0.2.3,Mathematical/Statistics
vdjtools,vdjtools,1.2.1,Mathematical/Statistics
apptainer,apptainer,1.1.6,Mathematical/Statistics
aria2,aria2,1.36.0,Mathematical/Statistics
asciinema,asciinema,2.2.0,Mathematical/Statistics
aspera,Aspera,3.7..4,Mathematical/Statistics
autoconf,autoconf,2.71,Mathematical/Statistics
aws,AWS,1.25.49,Mathematical/Statistics
azcopy,azcopy,10.11.0,Mathematical/Statistics
bakta,bakta,1.8.1,Mathematical/Statistics
bbcp,bbcp,15.02.03.01.1,Mathematical/Statistics
bgen,BGEN,20230420,Mathematical/Statistics
circos,circos,0.69-9,Mathematical/Statistics
coreutils,coreutils,9.1,Mathematical/Statistics
cpdf,cpdf,2.5.1,Mathematical/Statistics
cryolo,cryolo,1.9.2,Mathematical/Statistics
crypt4gh,crypt4gh,0.4.1,Mathematical/Statistics
datalad,datalad,0.13.0rc2,Mathematical/Statistics
datamash,datamash,1.7,Mathematical/Statistics
dnanexus,DNAnexus,0.352.1,Mathematical/Statistics
dxda,dxda,0.6.0,Mathematical/Statistics
edirect,EDirect,20.5.20230926,Mathematical/Statistics
editors,Editors,Unknown,Mathematical/Statistics
gdc-client,gdc-client,1.6.1,Mathematical/Statistics
gdrive,gdrive,2.1.0,Mathematical/Statistics
ghostscript,Ghostscript,9.22,Mathematical/Statistics
globus-timer-cli,globus-timer-cli,0.2.9,Mathematical/Statistics
gnuplot,gnuplot,5.4.0,Mathematical/Statistics
google-cloud-sdk,google-cloud-sdk,397.0.0,Mathematical/Statistics
grace,Grace,5.1.25,Mathematical/Statistics
graphviz,graphviz,2.40,Mathematical/Statistics
groff,groff,1.22.3,Mathematical/Statistics
h5utils,h5utils,1.13.1,Mathematical/Statistics
imagemagick,ImageMagick,7.1.0,Mathematical/Statistics
inkscape,inkscape,1.3,Mathematical/Statistics
jax,JAX,0.3.7,Mathematical/Statistics
jo,jo,1.6,Mathematical/Statistics
jq,jq,1.6,Mathematical/Statistics
jupyter,jupyter,5.0.0,Mathematical/Statistics
k8,k8,0.2.5,Mathematical/Statistics
kronatools,kronatools,2.8,Mathematical/Statistics
lbzip2,lbzip2,2.5,Mathematical/Statistics
longshot,longshot,0.4.5,Mathematical/Statistics
mc,mc,4.8.22,Mathematical/Statistics
megit,megit,0.4.0,Mathematical/Statistics
mysql,MySQL,8.0.34,Mathematical/Statistics
nda-tools,nda-tools,"0.2.12,0.2.16,0.2.25",Mathematical/Statistics
neovim,neovim,0.9.2,Mathematical/Statistics
netpbm,netpbm,10.86.33,Mathematical/Statistics
nvchecker,nvchecker,2.9,Mathematical/Statistics
openneuro_cli,OpenNeuro_cli,4.14.1,Mathematical/Statistics
parallel,parallel,20231022,Mathematical/Statistics
paraview,paraview,5.11.1,Mathematical/Statistics
patchelf,patchelf,0.17,Mathematical/Statistics
patric,patric,1.035,Mathematical/Statistics
pdf2svg,pdf2svg,0.2.3,Mathematical/Statistics
petsc,petsc,3.19.1,Mathematical/Statistics
pigz,pigz,2.7,Mathematical/Statistics
pilon,pilon,1.24,Mathematical/Statistics
postgresql,postgresql,15.2,Mathematical/Statistics
povray,POVRay,3.7,Mathematical/Statistics
pre-commit,pre-commit,3.5.0,Mathematical/Statistics
pyega3,pyega3,5.0.2,Mathematical/Statistics
qpdf,qpdf,1.11.1,Mathematical/Statistics
quarto,quarto,1.3.450,Mathematical/Statistics
rclone,rclone,1.62.2,Mathematical/Statistics
rdfind,rdfind,1.6.0,Mathematical/Statistics
rfmix,rfmix,2.0,Mathematical/Statistics
rstudio-server,rstudio-server,2023.06.0-421,Mathematical/Statistics
sb_cli,sb_cli,0.25.0,Mathematical/Statistics
screen,screen,4.9.1,Mathematical/Statistics
singularity,singularity,4.0.1,Mathematical/Statistics
snp-sites,snp-sites,2.4.1,Mathematical/Statistics
spark,spark,3.2.2,Mathematical/Statistics
sqlite,SQLite,3.38.5,Mathematical/Statistics
stow,stow,2.3.1,Mathematical/Statistics
swarm,swarm,23.2.1,Mathematical/Statistics
swig,swig,4.1.1,Mathematical/Statistics
synapseclient,synapseclient,3.1.1,Mathematical/Statistics
tex,Tex,2022,Mathematical/Statistics
texinfo,texinfo,6.8,Mathematical/Statistics
tmux,tmux,3.3a,Mathematical/Statistics
ukbb,UKBB,0.1,Mathematical/Statistics
vartrix,vartrix,1.1.22,Mathematical/Statistics
vcf2db,vcf2db,2020.09.14,Mathematical/Statistics
vim,vim,9.0,Mathematical/Statistics
visidata,visidata,2.11.1,Mathematical/Statistics
whatshap,whatshap,1.1,Mathematical/Statistics
wuzz,wuzz,0.5.0,Mathematical/Statistics
xclip,xclip,0.13,Mathematical/Statistics
xpdf,xpdf,4.04,Mathematical/Statistics
zstd,zstd,1.5.5,Mathematical/Statistics
autodockcrankprep,AutodockCrankprep,1.0,Molecular Modeling/Graphics
blender,blender,2.82,Molecular Modeling/Graphics
chap,chap,0.9.1,Molecular Modeling/Graphics
chimera,Chimera,1.16.0,Molecular Modeling/Graphics
chromeister,chromeister,1.5.a,Molecular Modeling/Graphics
coot,Coot,0.9.8.92,Molecular Modeling/Graphics
cytoscape,Cytoscape,3.9.1,Molecular Modeling/Graphics
iqmol,iqmol,2.14.0,Molecular Modeling/Graphics
lammps,lammps,29Oct20,Molecular Modeling/Graphics
mosaics,mosaics,1.0.0,Molecular Modeling/Graphics
openbabel,OpenBabel,3.1.1,Molecular Modeling/Graphics
pdb2pqr,pdb2pqr,3.6.1,Molecular Modeling/Graphics
posefilter,posefilter,619eca51,Molecular Modeling/Graphics
psi4,Psi4,1.6.1,Molecular Modeling/Graphics
rosetta,Rosetta,2023.26,Molecular Modeling/Graphics
schrodinger,Schrodinger,2023.1,Molecular Modeling/Graphics
vmd,vmd,1.9.3,Molecular Modeling/Graphics
advntr,advntr,1.4.1,Molecular Modeling/Graphics
agat,agat,1.2.0,Molecular Modeling/Graphics
allelecount,alleleCount,4.2.1,Molecular Modeling/Graphics
annogesic,ANNOgesic,1.0.22,Molecular Modeling/Graphics
antismash,antiSMASH,7.0.0,Molecular Modeling/Graphics
anvio,anvio,7.1,Molecular Modeling/Graphics
arcashla,arcashla,0.5.0,Molecular Modeling/Graphics
arriba,arriba,2.3.0,Molecular Modeling/Graphics
augustus,augustus,3.4.0,Molecular Modeling/Graphics
bakta,bakta,1.8.1,Molecular Modeling/Graphics
bartender,Bartender,1.1,Molecular Modeling/Graphics
biobakery_workflows,biobakery_workflows,3.1,Molecular Modeling/Graphics
blast,Blast,2.13.0+,Molecular Modeling/Graphics
blat,blat,3.5,Molecular Modeling/Graphics
bolt-lmm,BOLT-LMM,2.4.1,Molecular Modeling/Graphics
bracken,bracken,2.8,Molecular Modeling/Graphics
bwa-mem2,bwa-mem2,2.2.1,Molecular Modeling/Graphics
cactus,cactus,2.6.4,Molecular Modeling/Graphics
cadd,CADD,1.6.post1,Molecular Modeling/Graphics
caviar,CAVIAR,2.2,Molecular Modeling/Graphics
cell2location,cell2location,0.1.3,Molecular Modeling/Graphics
cellsnp-lite,cellsnp-lite,1.2.2,Molecular Modeling/Graphics
cgpbigwig,cgpbigwig,1.6.0,Molecular Modeling/Graphics
checkm2,checkm2,1.0.2,Molecular Modeling/Graphics
chess,CHESS,0.3.7,Molecular Modeling/Graphics
chipseq_pipeline,chipseq_pipeline,2.1.6,Molecular Modeling/Graphics
circle-seq,CIRCLE-seq,1.1,Molecular Modeling/Graphics
circos,circos,0.69-9,Molecular Modeling/Graphics
clair3,Clair3,0.1-r6,Molecular Modeling/Graphics
cloops2,cloops2,0.0.4,Molecular Modeling/Graphics
clustalo,clustalo,1.2.4,Molecular Modeling/Graphics
clustalw,ClustalW,2.1,Molecular Modeling/Graphics
conifer,conifer,0.2.2,Molecular Modeling/Graphics
cooltools,cooltools,0.5.4,Molecular Modeling/Graphics
coveragemaster,coverageMaster,20220706,Molecular Modeling/Graphics
cutruntools,CutRunTools,20200629,Molecular Modeling/Graphics
cytosig,CytoSig,0.1,Molecular Modeling/Graphics
cytotrace,cytotrace,0.3.3,Molecular Modeling/Graphics
decifer,decifer,2.1.3,Molecular Modeling/Graphics
deeploc,deeploc,2.0,Molecular Modeling/Graphics
deepsea,deepsea,0.94c,Molecular Modeling/Graphics
denovogear,denovogear,1.1.1,Molecular Modeling/Graphics
diamond,diamond,2.0.15,Molecular Modeling/Graphics
dnaworks,DNAWorks,3.2.4,Molecular Modeling/Graphics
drep,drep,3.2.2,Molecular Modeling/Graphics
duphold,duphold,0.2.3,Molecular Modeling/Graphics
dyno,dyno,20220906,Molecular Modeling/Graphics
eagle,Eagle,2.4,Molecular Modeling/Graphics
epic2,epic2,0.0.52,Molecular Modeling/Graphics
exonerate,exonerate,2.4.0,Molecular Modeling/Graphics
expansionhunter,ExpansionHunter,5.0.0,Molecular Modeling/Graphics
expansionhunterdenovo,ExpansionHunterDenovo,0.9.0,Molecular Modeling/Graphics
fastp,fastp,0.23.2,Molecular Modeling/Graphics
fastq_demux,fastq_demux,20230713,Molecular Modeling/Graphics
fithichip,FitHiChIP,9.1; 10.0; 11.0,Molecular Modeling/Graphics
flair,FLAIR,1.6.1,Molecular Modeling/Graphics
focus,focus,0.802,Molecular Modeling/Graphics
freepsi,freepsi,0.3,Molecular Modeling/Graphics
funannotate,funannotate,1.8.15,Molecular Modeling/Graphics
fuseq,FuSeq,1.1.4,Molecular Modeling/Graphics
fusioninspector,fusioninspector,2.8.0,Molecular Modeling/Graphics
gem1,GEM1,1.4.3,Molecular Modeling/Graphics
genometools,genometools,1.6.2,Molecular Modeling/Graphics
gfatools,gfatools,0.5,Molecular Modeling/Graphics
gffcompare,gffcompare,0.12.6,Molecular Modeling/Graphics
gimmemotifs,GimmeMotifs,0.17.2,Molecular Modeling/Graphics
glimpse,GLIMPSE,1.1.1,Molecular Modeling/Graphics
glnexus,glnexus,1.4.1,Molecular Modeling/Graphics
graphmap,graphmap,0.5.2,Molecular Modeling/Graphics
gtdb-tk,gtdb-tk,2.3.2,Molecular Modeling/Graphics
gutsmash,gutSMASH,0-20210610,Molecular Modeling/Graphics
hap-ibd,Hap-IBD,20221201,Molecular Modeling/Graphics
hemtools,HemTools,20230512,Molecular Modeling/Graphics
hhsuite,hhsuite,3.3.0,Molecular Modeling/Graphics
hicmaptools,hicmaptools,20230303,Molecular Modeling/Graphics
hipstr,hipstr,0.7,Molecular Modeling/Graphics
hmmer,HMMER,3.3.2,Molecular Modeling/Graphics
htgtsrep,HTGTSrep,9fe74ff,Molecular Modeling/Graphics
idiffir,iDiffIR,20220121,Molecular Modeling/Graphics
igblast,igblast,1.21.0,Molecular Modeling/Graphics
infernal,infernal,1.1.4,Molecular Modeling/Graphics
interproscan,interproscan,5.63-95.0,Molecular Modeling/Graphics
intervar,InterVar,"2.1.2, 2.1.3",Molecular Modeling/Graphics
intogen,intogen,2023.1,Molecular Modeling/Graphics
ivar,iVar,1.3.1,Molecular Modeling/Graphics
jellyfish,jellyfish,2.3.0,Molecular Modeling/Graphics
kallisto,kallisto,0.48.0,Molecular Modeling/Graphics
last,LAST,1454,Molecular Modeling/Graphics
lastz,LASTZ,1.04.03,Molecular Modeling/Graphics
ldsc,ldsc,1.0.1-20200724,Molecular Modeling/Graphics
liger2liger,liger2liger,20230901,Molecular Modeling/Graphics
lja,LJA,0.1,Molecular Modeling/Graphics
m-tools,m-tools,20210208,Molecular Modeling/Graphics
ma-focus,ma-focus,0.802,Molecular Modeling/Graphics
magma,magma,1.10,Molecular Modeling/Graphics
mantis,mantis,1.0.5,Molecular Modeling/Graphics
maps,maps,1.1.0,Molecular Modeling/Graphics
mashmap,MashMap,2.0,Molecular Modeling/Graphics
melt,MELT,2.2.2,Molecular Modeling/Graphics
meme,meme,5.4.1,Molecular Modeling/Graphics
mintie,MINTIE,0.4.2,Molecular Modeling/Graphics
mmseqs,mmseqs,2-13-45111-219-gaabc78c,Molecular Modeling/Graphics
mocha,MoChA,1.10.2; 1.11; 1.16,Molecular Modeling/Graphics
msisensor-pro,msisensor-pro,1.2.0,Molecular Modeling/Graphics
mummer,MUMmer,4.0.0rc1,Molecular Modeling/Graphics
muscle,MUSCLE,5.1,Molecular Modeling/Graphics
mutsig2cv,mutsig2cv,3.11,Molecular Modeling/Graphics
ncbi-toolkit,ncbi-toolkit,25.0.0,Molecular Modeling/Graphics
nested,nested,2.0.0,Molecular Modeling/Graphics
netoglyc,netOglyc,4.0,Molecular Modeling/Graphics
nirvana,Nirvana,3.18.1,Molecular Modeling/Graphics
octopus,Octopus,0.7.4,Molecular Modeling/Graphics
oncodriveclustl,oncodriveCLUSTL,1.1.1,Molecular Modeling/Graphics
oncodrivefml,oncodriveFML,2.2.0,Molecular Modeling/Graphics
opencravat,OpenCRAVAT,1.7.0; 2.2.5,Molecular Modeling/Graphics
optitype,OptiType,1.3.5,Molecular Modeling/Graphics
orffinder,ORFfinder,0.4.3,Molecular Modeling/Graphics
orthofinder,OrthoFinder,2.5.4,Molecular Modeling/Graphics
paintor,PAINTOR,3.0,Molecular Modeling/Graphics
pangenome,pangenome,1.0.0,Molecular Modeling/Graphics
pangolin,pangolin,2.3.6,Molecular Modeling/Graphics
parsnp,parsnp,1.7.4,Molecular Modeling/Graphics
patric,patric,1.035,Molecular Modeling/Graphics
pepper_deepvariant,PEPPER_deepvariant,0.7,Molecular Modeling/Graphics
phasebook,phasebook,1.0.0,Molecular Modeling/Graphics
phaser,phaser,1.1.1,Molecular Modeling/Graphics
phylowgs,phylowgs,20181105,Molecular Modeling/Graphics
popscle,popscle,0.1,Molecular Modeling/Graphics
prank,PRANK,150803,Molecular Modeling/Graphics
preseq,preseq,3.1.2,Molecular Modeling/Graphics
primer3,primer3,2.6.1,Molecular Modeling/Graphics
prokka,prokka,1.14.6,Molecular Modeling/Graphics
psipred,PSIPRED,4.0,Molecular Modeling/Graphics
pysamstats,pysamstats,1.1.2,Molecular Modeling/Graphics
qtltools,QTLtools,1.3.1,Molecular Modeling/Graphics
randfold,randfold,2.0.1,Molecular Modeling/Graphics
regenie,regenie,3.0.3,Molecular Modeling/Graphics
remora,remora,2.1.1,Molecular Modeling/Graphics
rgi,RGI,6.0.2,Molecular Modeling/Graphics
rmats,rMATS,4.1.2; 4.0.2,Molecular Modeling/Graphics
rmblast,rmblast,2.14.0,Molecular Modeling/Graphics
rnammer,RNAmmer,1.2,Molecular Modeling/Graphics
roary,roary,3.13.0,Molecular Modeling/Graphics
rose,ROSE,1.3.1,Molecular Modeling/Graphics
saige,SAIGE,1.1.9,Molecular Modeling/Graphics
scanpy,scanpy,1.8.1,Molecular Modeling/Graphics
scchromhmm,scChromHMM,20220610,Molecular Modeling/Graphics
scdrs,scDRS,1.02,Molecular Modeling/Graphics
scvelo,scvelo,0.2.3,Molecular Modeling/Graphics
seacr,SEACR,1.3,Molecular Modeling/Graphics
selscan,selscan,1.3.0; 2.0.0,Molecular Modeling/Graphics
seq2hla,seq2hla,2.3,Molecular Modeling/Graphics
sequencetubemap,sequencetubemap,2023.8,Molecular Modeling/Graphics
shimmer,shimmer,0.2,Molecular Modeling/Graphics
